sharedaddress,uniqueaddress,shortpluscode,Consideration,Market_Value,Acquisition_Date,Completion_Date
"26, Ballahane Close, Port Erin, IM9 6EG",,36JW+RH4,174500.0,174500.0,2016-01-15,2016-01-19
"26, Ballahane Close, Port Erin, IM9 6EG",,36JW+RH4,220000.0,220000.0,2022-10-14,2023-01-27
"28, Ballahane Close, Port Erin, IM9 6EG",,36JW+RH6,190000.0,190000.0,2008-07-02,2008-09-13
"24, Ballahane Close, Port Erin, IM9 6EG",,36JW+RJ2,191000.0,191000.0,2010-03-05,2010-07-29
"24, Ballahane Close, Port Erin, IM9 6EG",,36JW+RJ2,171000.0,171000.0,2019-04-15,2019-10-28
"24, Ballahane Close, Port Erin, IM9 6EG",,36JW+RJ2,220000.0,220000.0,2021-07-06,2021-09-27
"20, Ballahane Close, Port Erin, IM9 6EG",,36JW+RM4,180000.0,180000.0,2020-07-03,2020-12-02
"18, Ballahane Close, Port Erin, IM9 6EG",,36JW+RMQ,168000.0,168000.0,2013-10-03,2014-02-12
"16, Ballahane Close, Port Erin, IM9 6EG",,36JW+RPR,138000.0,138000.0,2007-09-07,2008-01-15
"16, Ballahane Close, Port Erin, IM9 6EG",,36JW+RPR,85000.0,180000.0,2010-10-18,2011-02-10
"16, Ballahane Close, Port Erin, IM9 6EG",,36JW+RPR,170000.0,170000.0,2014-02-28,2014-05-23
"5, Ballahane Close, Port Erin, IM9 6EG",,36JW+RX2,192500.0,0.0,2005-10-11,2006-02-06
"5, Ballahane Close, Port Erin, IM9 6EG",,36JW+RX2,200000.0,200000.0,2007-06-26,2008-02-12
"14, Ballahane Close, Port Erin, IM9 6EG",,36JW+VP4,185000.0,185000.0,2012-03-16,2012-05-15
"14, Ballahane Close, Port Erin, IM9 6EG",,36JW+VP4,175000.0,175000.0,2018-09-12,2018-11-14
"8, Athol Court, Port Erin, IM9 6EJ",,36JW+W6V,280000.0,280000.0,2015-11-13,2016-05-09
"8, Athol Court, Port Erin, IM9 6EJ",,36JW+W6V,305000.0,305000.0,2020-08-27,2021-05-04
"10, Ballahane Close, Port Erin, IM9 6EG",,36JW+WJ9,185000.0,185000.0,2018-09-28,2019-05-07
"9, Athol Court, Port Erin, IM9 6EJ",,36JW+WJC,167000.0,0.0,2006-10-10,2007-06-05
"9, Athol Court, Port Erin, IM9 6EJ",,36JW+WJC,180000.0,180000.0,2010-10-18,2010-12-16
"9, Athol Court, Port Erin, IM9 6EJ",,36JW+WJC,182000.0,182000.0,2018-01-23,2018-01-31
"9, Athol Court, Port Erin, IM9 6EJ",,36JW+WJC,0.0,182000.0,2019-07-30,2019-08-23
"6, Ballahane Close, Port Erin, IM9 6EG",,36JW+WQQ,185000.0,185000.0,2007-04-25,2007-11-29
"4, Ballahane Close, Port Erin, IM9 6EG",,36JW+WRG,160000.0,0.0,2006-11-09,2007-07-11
"4, Ballahane Close, Port Erin, IM9 6EG",,36JW+WRG,195000.0,195000.0,2008-04-25,2008-07-16
"4, Ballahane Close, Port Erin, IM9 6EG",,36JW+WRG,269000.0,269000.0,2022-06-20,2022-11-04
"25, Athol Court, Port Erin, IM9 6EJ",,36JW+XC2,315000.0,315000.0,2022-02-17,2022-06-22
"10, Erin Way, Port Erin, IM9 6EF",,36JW+XQX,172000.0,172000.0,2013-07-04,2014-01-24
"10, Erin Way, Port Erin, IM9 6EF",,36JW+XQX,250000.0,250000.0,2023-05-24,2023-07-28
"3, Erin Rise, Port Erin, IM9 6FF",,36JX+228,269950.0,0.0,2005-12-08,2006-04-19
"3, Erin Rise, Port Erin, IM9 6FF",,36JX+228,135000.0,0.0,2007-02-23,2007-05-12
"2, Erin Rise, Port Erin, IM9 6FF",,36JX+239,269950.0,0.0,2006-02-03,2006-07-29
"1, Erin Rise, Port Erin, IM9 6FF",,36JX+25M,269950.0,0.0,2005-11-02,2006-02-14
"1, Erin Rise, Port Erin, IM9 6FF",,36JX+25M,25000.0,370000.0,2008-02-19,2008-07-15
"1, Erin Rise, Port Erin, IM9 6FF",,36JX+25M,340000.0,340000.0,2010-02-02,2010-07-30
"1, Erin Rise, Port Erin, IM9 6FF",,36JX+25M,319000.0,319000.0,2015-11-20,2016-01-28
"1, Erin Rise, Port Erin, IM9 6FF",,36JX+25M,315000.0,315000.0,2016-06-01,2016-10-20
"53, Erin Way, Port Erin, IM9 6EF",,36JX+42J,216000.0,216000.0,2019-11-15,2020-04-24
"51, Erin Way, Port Erin, IM9 6EF",,36JX+42Q,248000.0,248000.0,2009-12-18,2010-05-17
"49, Erin Way , Port Erin, IM9 6EF",,36JX+44J,0.0,240000.0,2017-03-22,2017-09-29
"47, Erin Way, Port Erin, IM9 6EF",,36JX+45J,247000.0,247000.0,2011-03-11,2012-02-02
"47, Erin Way, Port Erin, IM9 6EF",,36JX+45J,240000.0,240000.0,2016-06-01,2016-08-11
"43, Erin Way, Port Erin, IM9 6EF",,36JX+48H,167000.0,0.0,2005-10-17,2006-02-13
"43, Erin Way, Port Erin, IM9 6EF",,36JX+48H,247500.0,247500.0,2009-10-30,2010-04-20
"43, Erin Way, Port Erin, IM9 6EF",,36JX+48H,239000.0,239000.0,2011-07-28,2011-10-05
"41, Erin Way, Port Erin, IM9 6EF",,36JX+49M,270000.0,270000.0,2022-01-21,2022-06-16
"39, Erin Way, Port Erin, IM9 6EF",,36JX+49X,249500.0,249500.0,2007-06-15,2007-12-05
"39, Erin Way, Port Erin, IM9 6EF",,36JX+49X,0.0,250000.0,2011-06-17,2011-09-16
"39, Erin Way, Port Erin, IM9 6EF",,36JX+49X,257000.0,257000.0,2013-10-18,2014-02-28
"44, Erin Way, Port Erin, IM9 6EF",,36JX+63X,150000.0,0.0,2006-02-17,2006-03-16
"44, Erin Way, Port Erin, IM9 6EF",,36JX+63X,158000.0,0.0,2006-05-05,2006-06-21
"42, Erin Way, Port Erin, IM9 6EF",,36JX+64V,159950.0,0.0,2005-10-20,2006-02-14
"42, Erin Way, Port Erin, IM9 6EF",,36JX+64V,198000.0,198000.0,2013-03-06,2013-04-22
"42, Erin Way, Port Erin, IM9 6EF",,36JX+64V,198000.0,198000.0,2013-03-28,2013-05-13
"42, Erin Way, Port Erin, IM9 6EF",,36JX+64V,212500.0,212500.0,2020-07-31,2020-10-13
"40, Erin Way, Port Erin, IM9 6EF",,36JX+65X,159950.0,0.0,2005-11-11,2006-02-27
"40, Erin Way, Port Erin, IM9 6EF",,36JX+65X,199950.0,199950.0,2008-04-07,2008-07-16
"38, Erin Way, Port Erin, IM9 6EF",,36JX+66V,148000.0,0.0,2005-12-02,2006-04-20
"38, Erin Way, Port Erin, IM9 6EF",,36JX+66V,200000.0,200000.0,2008-10-07,2008-11-14
"38, Erin Way, Port Erin, IM9 6EF",,36JX+66V,175000.0,175000.0,2016-11-18,2017-08-04
"36, Erin Way, Port Erin, IM9 6EF",,36JX+67R,148000.0,0.0,2005-12-02,2006-02-24
"36, Erin Way, Port Erin, IM9 6EF",,36JX+67R,177500.0,177500.0,2018-05-21,2018-06-05
"34, Erin Way, Port Erin, IM9 6EF",,36JX+67W,154950.0,0.0,2005-10-27,2006-02-09
"34, Erin Way, Port Erin, IM9 6EF",,36JX+67W,198000.0,198000.0,2008-04-28,2008-10-06
"37, Erin Way, Port Erin, IM9 6EF",,36JX+6F4,309950.0,0.0,2006-03-01,2006-08-07
"50, Erin Way, Port Erin, IM9 6EF",,36JX+722,239950.0,239950.0,2021-08-06,2021-10-19
"48, Erin Way, Port Erin, IM9 6EF",,36JX+724,165750.0,0.0,2006-03-30,2006-09-12
"48, Erin Way, Port Erin, IM9 6EF",,36JX+724,178000.0,0.0,2006-09-29,2006-10-30
"48, Erin Way, Port Erin, IM9 6EF",,36JX+724,185500.0,185500.0,2010-03-12,2010-11-19
"46, Erin Way, Port Erin, IM9 6EF",,36JX+733,151000.0,0.0,2005-12-13,2006-05-25
"32, Erin Way, Port Erin, IM9 6EF",,36JX+783,202500.0,202500.0,2008-05-20,2008-10-15
"2, Erin Lane, Port Erin, IM9 6FE",,36JX+7H4,395000.0,395000.0,2012-12-11,2013-03-18
"2, Erin Lane, Port Erin, IM9 6FE",,36JX+7H4,404000.0,404000.0,2015-11-20,2015-12-17
"4, Erin Lane, Port Erin, IM9 6FE",,36JX+7JQ,350000.0,350000.0,2013-10-18,2014-08-01
"6, Erin Lane, Port Erin, IM9 6FE",,36JX+8P8,355000.0,355000.0,2007-01-25,2007-09-21
"6, Erin Lane, Port Erin, IM9 6FE",,36JX+8P8,385000.0,385000.0,2019-07-31,2019-09-10
"8, Erin Lane, Port Erin, IM9 6FE",,36JX+8QQ,323500.0,323500.0,2017-06-19,2018-01-29
"44, Erin Crescent, Port Erin, IM9 6FD",,36JX+92G,220000.0,0.0,2006-11-09,2007-07-31
"44, Erin Crescent, Port Erin, IM9 6FD",,36JX+92G,260000.0,260000.0,2012-08-07,2012-12-13
"44, Erin Crescent, Port Erin, IM9 6FD",,36JX+92G,265000.0,265000.0,2019-05-23,2019-08-02
"46, Erin Crescent, Port Erin, IM9 6FD",,36JX+93G,275000.0,275000.0,2010-02-02,2010-07-12
"48, Erin Crescent, Port Erin, IM9 6FD",,36JX+956,295000.0,295000.0,2012-04-05,2012-05-16
"50, Erin Crescent, Port Erin, IM9 6FD",,36JX+967,200000.0,0.0,2006-12-08,2007-08-22
"50, Erin Crescent, Port Erin, IM9 6FD",,36JX+967,0.0,349000.0,2023-04-14,2023-04-26
"52, Erin Crescent, Port Erin, IM9 6FD",,36JX+975,315000.0,315000.0,2007-12-05,2008-04-04
"52, Erin Crescent, Port Erin, IM9 6FD",,36JX+975,325000.0,325000.0,2008-05-30,2008-07-16
"52, Erin Crescent, Port Erin, IM9 6FD",,36JX+975,320000.0,320000.0,2019-11-15,2020-01-11
"54, Erin Crescent, Port Erin, IM9 6FD",,36JX+992,282500.0,0.0,2006-07-24,2007-05-09
"10, Erin Lane, Port Erin, IM9 6FE",,36JX+9R5,319000.0,319000.0,2018-04-20,2018-07-11
"12, Erin Lane, Port Erin, IM9 6FE",,36JX+9VQ,299500.0,299500.0,2015-10-30,2016-05-16
"33, Erin Way, Port Erin, IM9 6EF",,36JX+CGM,330000.0,0.0,2005-10-03,2006-02-08
"33, Erin Way, Port Erin, IM9 6EF",,36JX+CGM,344000.0,0.0,2006-07-07,2006-10-12
"1, Erin Lane, Port Erin, IM9 6FE",,36JX+CMH,319000.0,319000.0,2017-12-18,2018-04-30
"3, Erin Lane, Port Erin, IM9 6FE",,36JX+CQR,310000.0,310000.0,2020-05-22,2021-02-13
"14, Erin Lane, Port Erin, IM9 6FE",,36JX+CW5,278000.0,278000.0,2007-02-15,2007-09-27
"14, Erin Lane, Port Erin, IM9 6FE",,36JX+CW5,345000.0,345000.0,2020-09-01,2021-02-10
"16, Erin Lane, Port Erin, IM9 6FE",,36JX+CXP,330000.0,330000.0,2010-07-29,2011-01-17
"9, Erin Crescent, Port Erin, IM9 6FD",,36JX+F4G,233000.0,233000.0,2007-06-01,2007-12-10
"9, Erin Crescent, Port Erin, IM9 6FD",,36JX+F4G,270000.0,270000.0,2010-12-10,2011-05-10
"30, Erin Way, Port Erin, IM9 6EF",,36JX+F87,320000.0,320000.0,2015-08-10,2016-02-12
"5, Erin Lane, Port Erin, IM9 6FE",,36JX+FRQ,309950.0,0.0,2005-12-08,2006-04-21
"5, Erin Lane, Port Erin, IM9 6FE",,36JX+FRQ,465000.0,465000.0,2011-08-18,2011-12-14
"28, Erin Way, Port Erin, IM9 6EF",,36JX+G88,270000.0,270000.0,2007-02-08,2007-10-03
"28, Erin Way, Port Erin, IM9 6EF",,36JX+G88,325000.0,325000.0,2010-04-23,2010-06-02
"28, Erin Way, Port Erin, IM9 6EF",,36JX+G88,300000.0,300000.0,2019-02-21,2019-04-25
"7, Erin Lane, Port Erin, IM9 6FE",,36JX+GVV,420000.0,420000.0,2017-10-18,2018-05-29
"7, Erin Crescent, Port Erin, IM9 6FD",,36JX+H4W,280000.0,280000.0,2015-07-24,2015-11-24
"7, Erin Crescent, Port Erin, IM9 6FD",,36JX+H4W,335000.0,335000.0,2021-07-14,2021-08-31
"27, Erin Way, Port Erin, IM9 6EF",,36JX+HH7,287000.0,0.0,2005-12-02,2006-06-16
"5, Erin Crescent, Port Erin, IM9 6FD",,36JX+J56,250000.0,250000.0,2019-04-15,2019-11-12
"24, Erin Way, Port Erin, IM9 6EF",,36JX+J95,325000.0,325000.0,2007-11-30,2008-04-19
"24, Erin Way, Port Erin, IM9 6EF",,36JX+J95,339000.0,339000.0,2008-12-18,2009-03-12
"22, Erin Way, Port Erin, IM9 6EF",,36JX+JCV,395000.0,395000.0,2022-06-14,2022-09-25
"25, Erin Way, Port Erin, IM9 6EF",,36JX+JJ2,420000.0,420000.0,2016-02-26,2016-06-21
"4, Erin Close, Port Erin, IM9 6FH",,36JX+JXP,332000.0,332000.0,2009-02-06,2009-04-20
"4, Erin Close, Port Erin, IM9 6FH",,36JX+JXP,295000.0,295000.0,2015-12-18,2016-09-23
"12, Erin Crescent, Port Erin, IM9 6FD",,36JX+M2P,164500.0,0.0,2006-12-15,2007-08-24
"12, Erin Crescent, Port Erin, IM9 6FD",,36JX+M2P,0.25,164500.0,2013-04-17,2013-05-30
"3, Erin Crescent, Port Erin, IM9 6FD",,36JX+M63,339000.0,339000.0,2022-09-01,2022-10-25
"1, Erin Crescent, Port Erin, IM9 6FD",,36JX+M6H,210000.0,0.0,2006-05-22,2007-05-09
"1, Erin Crescent, Port Erin, IM9 6FD",,36JX+M6H,235000.0,235000.0,2014-04-22,2014-07-16
"1, Erin Crescent, Port Erin, IM9 6FD",,36JX+M6H,264000.0,264000.0,2019-06-10,2019-08-03
"23, Erin Way, Port Erin, IM9 6EF",,36JX+MM3,330000.0,0.0,2005-10-21,2006-02-08
"23, Erin Way, Port Erin, IM9 6EF",,36JX+MM3,375000.0,375000.0,2007-04-24,2007-11-10
"23, Erin Way, Port Erin, IM9 6EF",,36JX+MM3,420000.0,420000.0,2020-01-30,2020-02-18
"2, Erin Close, Port Erin, IM9 6FH",,36JX+MVP,334950.0,334950.0,2008-12-05,2009-02-24
"2, Erin Close, Port Erin, IM9 6FH",,36JX+MVP,359995.0,359995.0,2020-11-27,2021-01-29
"2, Erin Close, Port Erin, IM9 6FH",,36JX+MVP,475000.0,475000.0,2023-06-27,2023-07-14
"3, Erin Close, Port Erin, IM9 6FH",,36JX+MW9,325000.0,325000.0,2009-05-08,2009-08-21
"10, Erin Crescent, Port Erin, IM9 6FD",,36JX+P25,172000.0,172000.0,2007-04-24,2007-11-13
"10, Erin Crescent, Port Erin, IM9 6FD",,36JX+P25,190000.0,190000.0,2008-03-07,2008-07-15
"10, Erin Crescent, Port Erin, IM9 6FD",,36JX+P25,190000.0,190000.0,2010-12-03,2011-02-24
"10, Erin Crescent, Port Erin, IM9 6FD",,36JX+P25,195000.0,195000.0,2012-04-05,2012-05-08
"10, Erin Crescent, Port Erin, IM9 6FD",,36JX+P25,179000.0,179000.0,2018-07-18,2018-10-01
"6, Erin Crescent, Port Erin, IM9 6FD",,36JX+P3H,0.25,200000.0,2010-01-29,2010-05-27
"1, Erin Close, Port Erin, IM9 6FH",,36JX+PR3,340000.0,340000.0,2009-03-26,2009-07-10
"1, Erin Close, Port Erin, IM9 6FH",,36JX+PR3,345000.0,345000.0,2011-11-17,2012-01-06
"2, Erin Crescent, Port Erin, IM9 6FD",,36JX+Q5P,355000.0,355000.0,2022-11-16,2023-01-25
"1, Ballahane Close, Port Erin, IM9 6EG",,36JX+V3C,260000.0,260000.0,2009-10-16,2010-05-07
"14, Erin Way, Port Erin, IM9 6EF",,36JX+V76,355000.0,355000.0,2015-12-04,2016-05-04
"12, Erin Way, Port Erin, IM9 6EF",,36JX+W4G,299950.0,0.0,2005-12-02,2006-04-28
"137, Ballamaddrell, Port Erin, IM9 6AY",,36JX+WQF,255000.0,0.0,2006-10-26,2007-05-30
"Glenkarry, 18, Ballafurt Close, Port Erin, IM9 6HS",,36MP+2XX,425000.0,425000.0,2022-11-25,2023-01-23
"Lhie Ny Greiney, Darragh, Port Erin, IM9 6JB",,36MP+38J,299950.0,299950.0,2015-12-18,2016-05-26
"Garey Vane, The Darrag, Port Erin, IM9 6JB",,36MP+399,267000.0,267000.0,2013-01-23,2013-06-13
"Highcliffe, The Darragh, Port Erin, IM9 6JB",,36MP+3C4,36000.0,200000.0,2008-08-08,2008-10-17
"Beachmount & Highcliffe, The Darragh, Port Erin, IM9 6JD",,36MP+CPG,0.0,1000.0,2001-09-24,2008-08-18
"Beachmount & Highcliffe, The Darragh, Port Erin, IM9 6JD",Apartment 1,36MP+CPG,225000.0,0.0,2006-09-30,2007-03-30
"Beachmount & Highcliffe, The Darragh, Port Erin, IM9 6JD",Apartment 1,36MP+CPG,234995.0,234995.0,2021-05-04,2022-11-18
"Beachmount & Highcliffe, The Darragh, Port Erin, IM9 6JD",Apartment 2,36MP+CPG,161119.0,161119.0,2022-05-27,2022-10-12
"Beachmount & Highcliffe, The Darragh, Port Erin, IM9 6JD",Apartment 3,36MP+CPG,0.0,250000.0,2010-11-24,2011-05-03
"Beachmount & Highcliffe, The Darragh, Port Erin, IM9 6JD",Apartment 5,36MP+CPG,0.0,230000.0,2008-03-28,2008-08-01
"Beachmount & Highcliffe, The Darragh, Port Erin, IM9 6JD",Apartment 5,36MP+CPG,285000.0,285000.0,2009-11-26,2010-03-30
"Beachmount & Highcliffe, The Darragh, Port Erin, IM9 6JD",Apartment 5,36MP+CPG,285000.0,285000.0,2010-11-26,2010-03-30
"Beachmount & Highcliffe, The Darragh, Port Erin, IM9 6JD",Apartment 6,36MP+CPG,230.0,0.0,2006-03-31,2006-08-14
"Beachmount & Highcliffe, The Darragh, Port Erin, IM9 6JD",Apartment 6,36MP+CPG,230000.0,230000.0,2007-08-28,2008-01-31
"Beachmount & Highcliffe, The Darragh, Port Erin, IM9 6JD",Apartment 6,36MP+CPG,230000.0,230000.0,2012-11-16,2012-12-13
"The Bay Hotel, The Promenade, Port Erin, IM9 6HL",,36MP+GXV,175000.0,250000.0,2000-06-30,2010-12-07
"The Bay Hotel, The Promenade, Port Erin, IM9 6HL",,36MP+GXV,270000.0,270000.0,2015-08-07,2015-11-24
"Herdman House, Shore Road, Port Erin, IM9 6HL",,36MP+JG6,475000.0,475000.0,2022-04-01,2022-07-15
"10, Ballafurt Close, Port Erin, IM9 6HS",,36MQ+383,307500.0,0.0,2006-10-06,2007-01-05
"10, Ballafurt Close, Port Erin, IM9 6HS",,36MQ+383,360000.0,360000.0,2012-09-21,2012-10-11
"Hillside, 22, Ballafurt Close, Port Erin, IM9 6HS",,36MQ+44Q,349000.0,349000.0,2008-07-18,2008-11-05
"Hillside, 22, Ballafurt Close, Port Erin, IM9 6HS",,36MQ+44Q,355000.0,355000.0,2011-03-11,2011-05-26
"8, Ballafurt Close, Port Erin, IM9 6HS",,36MQ+492,255000.0,255000.0,2012-11-09,2013-01-28
"6, Ballafurt Close, Port Erin, IM9 6HS",,36MQ+4CM,0.25,0.0,2006-06-08,2006-12-18
"Cronk Aash, St Georges Crescent, Port Erin, IM9 6HR",,36MQ+4QW,650000.0,650000.0,2010-06-25,2011-03-23
"4, Ballafurt Close, Port Erin, IM9 6HS",,36MQ+5FV,339000.0,339000.0,2012-04-03,2012-06-14
"4, Ballafurt Close, Port Erin, IM9 6HS",,36MQ+5FV,310000.0,310000.0,2021-06-02,2021-06-29
"26, Ballafurt Close, Port Erin, IM9 6HS",,36MQ+66G,412500.0,0.0,2006-11-03,2007-05-30
"Windy Brow, 2, Ballafurt Close, Port Erin, IM9 6HS",,36MQ+6GM,382000.0,382000.0,2010-09-30,2011-03-31
"Windy Brow, 2, Ballafurt Close, Port Erin, IM9 6HS",,36MQ+6GM,382000.0,382000.0,2016-07-24,2017-04-10
"Belmur, St Georges Street, Port Erin, IM9 6HR",,36MQ+7X5,255000.0,255000.0,2020-08-14,2020-12-04
"Stoneleigh, 1, Ballafurt Close, Port Erin, IM9 6HS",,36MQ+8MR,255000.0,255000.0,2019-10-25,2020-05-19
"Clerehithe, Ballafurt Road, Port Erin, IM9 6HP",,36MQ+8R7,240000.0,240000.0,2010-01-29,2010-04-16
"Corlea, Ballafurt Road, Port Erin, IM9 6HP",,36MQ+9V6,175000.0,175000.0,2007-08-17,2008-01-23
"Corlea, Ballafurt Road, Port Erin, IM9 6HP",,36MQ+9V6,283500.0,283500.0,2014-01-24,2014-04-04
"Raldis, Dandy Hill, Port Erin, IM9 6HN",,36MQ+FCM,230000.0,230000.0,2017-08-14,2017-09-05
"Hill View, Ocean Castle Drive, Port Erin, IM9 6HN",,36MQ+FFR,269000.0,269000.0,2008-08-22,2008-12-31
"Thalia House, Ballafurt Road, Port Erin, IM9 6HP",,36MQ+FQJ,200000.0,200000.0,2011-03-04,2011-07-15
"Thalia House, Ballafurt Road, Port Erin, IM9 6HP",,36MQ+FQJ,0.0,310000.0,2021-06-17,2021-08-06
"Thalia House, Ballafurt Road, Port Erin, IM9 6HP",,36MQ+FQJ,360000.0,360000.0,2021-12-02,2022-01-17
"Kiaull Marrey, Ballafurt Road, Port Erin, IM9 6HP",,36MQ+FW5,230000.0,230000.0,2016-02-05,2016-06-29
"Braeside, Ballafurt Road, Port Erin, IM9 6HP",,36MQ+FXC,285000.0,285000.0,2023-08-31,2023-09-11
"Tag Cashtal, Shore Road, Port Erin, IM9 6HL",,36MQ+G56,649950.0,649950.0,2023-07-10,2023-09-21
"Wits End, Dandy Hill, Port Erin, IM9 6HN",,36MQ+GF5,210000.0,0.0,2006-06-09,2007-04-01
"Wits End, Dandy Hill, Port Erin, IM9 6HN",,36MQ+GF5,0.0,0.0,2006-06-09,2007-04-05
"Wits End, Dandy Hill, Port Erin, IM9 6HN",,36MQ+GF5,210000.0,210000.0,2007-05-17,2007-10-24
"Wits End, Dandy Hill, Port Erin, IM9 6HN",,36MQ+GF5,210000.0,210000.0,2007-05-17,2007-10-25
"Wits End, Dandy Hill, Port Erin, IM9 6HN",,36MQ+GF5,0.0,224000.0,2015-06-11,2015-10-15
"Wits End, Dandy Hill, Port Erin, IM9 6HN",,36MQ+GF5,0.0,224000.0,2015-06-11,2015-08-24
"Fishermans Cottage, Dandy Hill, Port Erin, IM9 6HN",,36MQ+GGG,0.0,300000.0,2014-04-29,2015-06-26
"Fishermans Cottage, Dandy Hill, Port Erin, IM9 6HN",,36MQ+GGG,290000.0,290000.0,2017-02-09,2017-03-15
"Avenholme, Dandy Hill, Port Erin, IM9 6HN",,36MQ+GJR,350000.0,350000.0,2012-05-25,2012-07-04
"Avenholme, Dandy Hill, Port Erin, IM9 6HN",,36MQ+GJR,360000.0,360000.0,2018-08-29,2018-11-08
"Lorne House, Dandy Hill, Port Erin, IM9 6HN",,36MQ+HJ8,335000.0,335000.0,2007-09-14,2008-04-29
"Lorne House, Dandy Hill, Port Erin, IM9 6HN",,36MQ+HJ8,335000.0,335000.0,2018-05-03,2018-07-27
"Baljean, Dandy Hill, Port Erin, IM9 6HN",,36MQ+HMV,301500.0,301500.0,2021-07-28,2021-11-02
"Belvedere, Ballafurt Road, Port Erin, IM9 6HP",,36MQ+HR8,250000.0,250000.0,2011-08-22,2012-01-05
"Thie Eary, Dandy Hill, Port Erin, IM9 6HN",,36MQ+JQ4,450000.0,450000.0,2018-05-21,2018-10-25
"Sea Bank, Shore Road, Port Erin, IM9 6HW",,36MQ+QRF,475000.0,475000.0,2014-03-31,2015-05-08
"Sea Bank, Shore Road, Port Erin, IM9 6HW",,36MQ+QRF,480000.0,480000.0,2018-08-17,2018-10-10
"Sea View, Shore Road, Port Erin, IM9 6HL",,36MQ+VVQ,315000.0,315000.0,2013-11-04,2014-03-24
"Sea View, Shore Road, Port Erin, IM9 6HL",,36MQ+VVQ,335000.0,335000.0,2020-06-04,2020-06-25
"Bridge House, Shore Road, Port Erin, IM9 6HL",,36MQ+WXR,140000.0,280000.0,2015-11-20,2016-05-04
"Bridge Bookshop, Shore Road, Port Erin, IM9 6HL",,36MQ+XX8,50000.0,100000.0,2015-11-20,2016-05-04
"25, Sunnydale Avenue, Port Erin, IM9 6EU",,36MR+2M8,245000.0,245000.0,2011-08-18,2011-11-07
"27, Sunnydale Avenue, Port Erin, IM9 6EU",,36MR+3Q8,278000.0,278000.0,2012-09-03,2012-10-24
"29, Sunnydale Avenue, Port Erin, IM9 6EU",,36MR+5QQ,212000.0,212000.0,2011-08-18,2011-12-13
"29, Sunnydale Avenue, Port Erin, IM9 6EU",,36MR+5QQ,1.0,270000.0,2021-12-07,2022-01-17
"32, Sunnydale Avenue, Port Erin, IM9 6EU",,36MR+5X5,280000.0,280000.0,2010-09-09,2011-02-07
"31, Sunnydale Avenue, Port Erin, IM9 6EU",,36MR+6V3,195000.0,195000.0,2017-10-05,2018-01-19
"Greeba House, St George'S Crescent, Port Erin, IM9 6HR",,36MR+73V,275000.0,275000.0,2018-06-14,2018-10-12
"4, Sunnydale Avenue, Port Erin, IM9 6ET",,36MR+8XQ,380000.0,380000.0,2011-10-07,2012-01-13
"4, Sunnydale Avenue, Port Erin, IM9 6ET",,36MR+8XQ,475000.0,475000.0,2022-09-20,2023-09-13
"Stoneleigh, St Georges Crescent, Port Erin, IM9 6HR",,36MR+C5C,287500.0,287500.0,2018-08-24,2018-12-06
"Ballintoy, Athol Avenue, Port Erin, IM9 6EY",,36MR+FMQ,100000.0,100000.0,2020-06-24,2020-12-01
"Ballintoy, Athol Avenue, Port Erin, IM9 6EY",,36MR+FMQ,380000.0,380000.0,2023-04-28,2023-05-16
"Whitebridge, St Georges Crescent, Port Erin, IM9 6HR",,36MR+G62,435000.0,435000.0,2018-05-29,2018-11-05
"Wensley Dale, Athol Avenue, Port Erin, IM9 6EY",,36MR+HP3,250000.0,250000.0,2019-09-06,2020-07-28
"Woodsetton, St Georges Crescent, Port Erin, IM9 6HR",,36MR+J37,325000.0,325000.0,2013-03-22,2013-05-29
"Apartment 3, Dorchester, Athol Park, Port Erin, IM9 6EX",,36MR+JRX,265000.0,265000.0,2008-04-23,2008-08-21
"Apartment 3, Dorchester, Athol Park, Port Erin, IM9 6EX",,36MR+JRX,195000.0,195000.0,2009-10-14,2009-12-11
"Apartment 3, Dorchester, Athol Park, Port Erin, IM9 6EX",,36MR+JRX,235000.0,235000.0,2016-07-01,2016-09-13
"Apartment 3, Dorchester, Athol Park, Port Erin, IM9 6EX",,36MR+JRX,143000.0,143000.0,2018-10-05,2018-11-23
"Cumbrae, Athol Park, Port Erin, IM9 6EX",,36MR+JVW,312500.0,312500.0,2008-03-25,2008-07-30
"Greenfold, Athol Park, Port Erin, IM9 6EX",,36MR+JXH,385000.0,0.0,2006-09-12,2007-03-30
"Greenfold, Athol Park, Port Erin, IM9 6EX",,36MR+JXH,75000.0,430000.0,2015-04-01,2015-05-27
"Greenfold, Athol Park, Port Erin, IM9 6EX",,36MR+JXH,395000.0,395000.0,2021-05-26,2021-11-15
"Fairholme, Port Erin, IM9 6EX",,36MR+JXJ,350000.0,350000.0,2019-03-01,2019-07-29
"Fairholme, Port Erin, IM9 6EX",,36MR+JXJ,240000.0,240000.0,2019-12-17,2020-02-10
"Erin House, Athol Park, Port Erin, IM9 6EX",,36MR+MJV,310000.0,310000.0,2023-04-25,2023-09-25
"Park Court, Athol Park, Port Erin, IM9 6EX",,36MR+MP6,0.0,1000.0,2010-02-02,2010-07-23
"Park Court, Athol Park, Port Erin, IM9 6EX",Apartment 1,36MR+MP6,66666.67,200000.0,2012-10-10,2013-01-11
"Park Court, Athol Park, Port Erin, IM9 6EX",Apartment 1,36MR+MP6,175000.0,175000.0,2017-06-30,2017-09-25
